responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
73,raw_position_sample,2,2,int,24,5,10,11,-1,999,331,72,2005440.5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,intermediate,5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,spotlight_PROLIFIC,,36,brasil,português,"ingles, espanhol, italiano",ingles|espanhol|italiano,português:70|English:10|ingles:8|espanhol:10|italiano:2,100,português:85|English:5|ingles:0|espanhol:5|italiano:5,100,português:100|English:0|ingles:0|espanhol:0|italiano:0,100,18,2,Master's,10,10,10,5,7,8,8,30,8,16,,,,,24,25,C2,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-09T15:59:15.395Z,9GSLZXSJ,2026-08-09,2026-08-09,12:59:15,2026-08-09 12:59:15,,,,,,,,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,,,,
132,raw_position_sample,2,2,int,24,5,10,11,-1,999,331,72,2005500,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,intermediate,5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,spotlight_PROLIFIC,,36,brasil,português,"ingles, espanhol, italiano",ingles|espanhol|italiano,português:70|English:10|ingles:8|espanhol:10|italiano:2,100,português:85|English:5|ingles:0|espanhol:5|italiano:5,100,português:100|English:0|ingles:0|espanhol:0|italiano:0,100,18,2,Master's,10,10,10,5,7,8,8,30,8,16,,,,,24,25,C2,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-09T15:59:15.395Z,9GSLZXSJ,2026-08-09,2026-08-09,12:59:15,2026-08-09 12:59:15,,,,,,,,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,,,,
184,raw_position_sample,2,2,int,24,5,10,11,-1,999,334,84,2005552.300000012,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,intermediate,5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,spotlight_PROLIFIC,,36,brasil,português,"ingles, espanhol, italiano",ingles|espanhol|italiano,português:70|English:10|ingles:8|espanhol:10|italiano:2,100,português:85|English:5|ingles:0|espanhol:5|italiano:5,100,português:100|English:0|ingles:0|espanhol:0|italiano:0,100,18,2,Master's,10,10,10,5,7,8,8,30,8,16,,,,,24,25,C2,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-09T15:59:15.395Z,9GSLZXSJ,2026-08-09,2026-08-09,12:59:15,2026-08-09 12:59:15,,,,,,,,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,,,,
233,raw_position_sample,2,2,int,24,5,10,11,-1,999,334,84,2005600.9000000358,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,intermediate,5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,spotlight_PROLIFIC,,36,brasil,português,"ingles, espanhol, italiano",ingles|espanhol|italiano,português:70|English:10|ingles:8|espanhol:10|italiano:2,100,português:85|English:5|ingles:0|espanhol:5|italiano:5,100,português:100|English:0|ingles:0|espanhol:0|italiano:0,100,18,2,Master's,10,10,10,5,7,8,8,30,8,16,,,,,24,25,C2,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-09T15:59:15.395Z,9GSLZXSJ,2026-08-09,2026-08-09,12:59:15,2026-08-09 12:59:15,,,,,,,,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,,,,
273,raw_position_sample,2,2,int,24,5,10,11,-1,999,334,84,2005641.1000000238,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,intermediate,5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,spotlight_PROLIFIC,,36,brasil,português,"ingles, espanhol, italiano",ingles|espanhol|italiano,português:70|English:10|ingles:8|espanhol:10|italiano:2,100,português:85|English:5|ingles:0|espanhol:5|italiano:5,100,português:100|English:0|ingles:0|espanhol:0|italiano:0,100,18,2,Master's,10,10,10,5,7,8,8,30,8,16,,,,,24,25,C2,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-09T15:59:15.395Z,9GSLZXSJ,2026-08-09,2026-08-09,12:59:15,2026-08-09 12:59:15,,,,,,,,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,,,,
335,raw_position_sample,2,2,int,24,5,10,11,-1,999,334,84,2005702.4000000358,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,intermediate,5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,spotlight_PROLIFIC,,36,brasil,português,"ingles, espanhol, italiano",ingles|espanhol|italiano,português:70|English:10|ingles:8|espanhol:10|italiano:2,100,português:85|English:5|ingles:0|espanhol:5|italiano:5,100,português:100|English:0|ingles:0|espanhol:0|italiano:0,100,18,2,Master's,10,10,10,5,7,8,8,30,8,16,,,,,24,25,C2,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-09T15:59:15.395Z,9GSLZXSJ,2026-08-09,2026-08-09,12:59:15,2026-08-09 12:59:15,,,,,,,,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,,,,
374,raw_position_sample,2,2,int,24,5,10,11,-1,999,333,87,2005741.5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,intermediate,5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,spotlight_PROLIFIC,,36,brasil,português,"ingles, espanhol, italiano",ingles|espanhol|italiano,português:70|English:10|ingles:8|espanhol:10|italiano:2,100,português:85|English:5|ingles:0|espanhol:5|italiano:5,100,português:100|English:0|ingles:0|espanhol:0|italiano:0,100,18,2,Master's,10,10,10,5,7,8,8,30,8,16,,,,,24,25,C2,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-09T15:59:15.395Z,9GSLZXSJ,2026-08-09,2026-08-09,12:59:15,2026-08-09 12:59:15,,,,,,,,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,,,,
423,raw_position_sample,2,2,int,24,5,10,11,-1,999,332,88,2005790.800000012,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,intermediate,5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,spotlight_PROLIFIC,,36,brasil,português,"ingles, espanhol, italiano",ingles|espanhol|italiano,português:70|English:10|ingles:8|espanhol:10|italiano:2,100,português:85|English:5|ingles:0|espanhol:5|italiano:5,100,português:100|English:0|ingles:0|espanhol:0|italiano:0,100,18,2,Master's,10,10,10,5,7,8,8,30,8,16,,,,,24,25,C2,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-09T15:59:15.395Z,9GSLZXSJ,2026-08-09,2026-08-09,12:59:15,2026-08-09 12:59:15,,,,,,,,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,,,,
478,raw_position_sample,2,2,int,24,5,10,11,-1,999,335,91,2005845.800000012,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,intermediate,5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,spotlight_PROLIFIC,,36,brasil,português,"ingles, espanhol, italiano",ingles|espanhol|italiano,português:70|English:10|ingles:8|espanhol:10|italiano:2,100,português:85|English:5|ingles:0|espanhol:5|italiano:5,100,português:100|English:0|ingles:0|espanhol:0|italiano:0,100,18,2,Master's,10,10,10,5,7,8,8,30,8,16,,,,,24,25,C2,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-09T15:59:15.395Z,9GSLZXSJ,2026-08-09,2026-08-09,12:59:15,2026-08-09 12:59:15,,,,,,,,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,,,,
522,raw_position_sample,2,2,int,24,5,10,11,-1,999,363,95,2005890.300000012,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,intermediate,5,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,spotlight_PROLIFIC,,36,brasil,português,"ingles, espanhol, italiano",ingles|espanhol|italiano,português:70|English:10|ingles:8|espanhol:10|italiano:2,100,português:85|English:5|ingles:0|espanhol:5|italiano:5,100,português:100|English:0|ingles:0|espanhol:0|italiano:0,100,18,2,Master's,10,10,10,5,7,8,8,30,8,16,,,,,24,25,C2,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-09T15:59:15.395Z,9GSLZXSJ,2026-08-09,2026-08-09,12:59:15,2026-08-09 12:59:15,,,,,,,,69e8f515ddc16d9db852076f,69e8f515ddc16d9db852076f,,,,
