responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
6240,raw_position_sample,2,2,int,23,3,7,8,40, two ,982,207,484104,EmTest1,EmTest1,190.06666564941406,951.9500122070312,210.06666564941406,984.9666748046875,3,12,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6290,raw_position_sample,2,2,int,23,3,7,8,40, two ,981,208,484154,EmTest1,EmTest1,190.06666564941406,951.9500122070312,210.06666564941406,984.9666748046875,3,12,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6335,hover_association,2,2,int,23,3,7,8,40, two ,960,201,,EmTest1,EmTest1,180.06666564941406,951.9500122070312,220.06666564941406,984.9666748046875,3,12,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,183,183,0.062089491537956724,0.7483333587646485,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6340,raw_position_sample,2,2,int,23,3,7,8,38, belonged ,924,210,484204,EmTest1,EmTest1,190.06666564941406,852.816650390625,210.06666564941406,931.9333190917969,3,10,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6369,hover_association,2,2,int,23,3,7,8,38, belonged ,924,210,,EmTest1,EmTest1,180.06666564941406,852.816650390625,220.06666564941406,931.9333343505859,3,10,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.26774819859860893,0.7483333587646485,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6385,hover_association,2,2,int,23,3,7,8,37, which ,810,206,,EmTest1,EmTest1,180.06666564941406,801.783332824707,220.06666564941406,852.816650390625,3,9,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.16100593822221698,0.6483333587646485,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6391,raw_position_sample,2,2,int,23,3,7,8,35, human ,694,204,484255,EmTest1,EmTest1,190.06666564941406,667.6666870117188,210.06666564941406,727.7333526611328,3,7,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6402,hover_association,2,2,int,23,3,7,8,35, human ,694,204,,EmTest1,EmTest1,180.06666564941406,667.6666641235352,220.06666564941406,727.7333450317383,3,7,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.4384017142000696,0.5983333587646484,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6418,hover_association,2,2,int,23,3,7,8,33, 2006. ,619,210,,EmTest1,EmTest1,180.06666564941406,581.566650390625,220.06666564941406,631.6333084106445,3,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.7476702278471831,0.7483333587646485,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6435,hover_association,2,2,int,23,3,7,8,46, had ,546,222,,EmTest1,EmTest1,220.06666564941406,531.5166625976562,260.06665802001953,566.5666580200195,4,4,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.4132193807107549,0.04833336798350677,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6441,raw_position_sample,2,2,int,23,3,7,8,45," 30s, ",518,229,484305,EmTest1,EmTest1,230.06666564941406,492.48333740234375,250.06666564941406,531.5166625976562,4,3,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6469,hover_association,2,2,int,23,3,7,8,45," 30s, ",518,229,,EmTest1,EmTest1,220.06666564941406,492.4833450317383,260.06665802001953,531.5166625976562,4,3,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.21818936998832136,0.34833342520397664,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6492,raw_position_sample,2,2,int,23,3,7,8,44, early ,470,242,484356,EmTest1,EmTest1,230.06666564941406,448.45001220703125,250.06666564941406,492.4833526611328,4,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6519,hover_association,2,2,int,23,3,7,8,44, early ,483,238,,EmTest1,EmTest1,220.06666564941406,448.45001220703125,260.06665802001953,492.4833450317383,4,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,50,50,0.21688087592611813,0.6483334824244465,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6543,raw_position_sample,2,2,int,23,3,7,8,43, their ,441,254,484407,EmTest1,EmTest1,230.06666564941406,408.41668701171875,250.06666564941406,448.45001220703125,4,1,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6594,raw_position_sample,2,2,int,23,3,7,8,43, their ,414,259,484457,EmTest1,EmTest1,230.06666564941406,408.41668701171875,250.06666564941406,448.45001220703125,4,1,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6635,hover_association,2,2,int,23,3,7,8,43, their ,446,252,,EmTest1,EmTest1,220.06666564941406,408.41668701171875,260.06665802001953,448.45001220703125,4,1,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,116,116,0.03954987452470324,0.973333544413289,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6643,raw_position_sample,2,2,int,23,3,7,8,-1,999,407,259,484507,EmTest1,EmTest1,,,,,,,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6694,raw_position_sample,2,2,int,23,3,7,8,-1,999,402,260,484557,EmTest1,EmTest1,,,,,,,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6744,raw_position_sample,2,2,int,23,3,7,8,-1,999,402,259,484607,EmTest1,EmTest1,,,,,,,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6795,raw_position_sample,2,2,int,23,3,7,8,43, their ,412,254,484659,EmTest1,EmTest1,230.06666564941406,408.41668701171875,250.06666564941406,448.45001220703125,4,1,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6818,hover_association,2,2,int,23,3,7,8,43, their ,412,254,,EmTest1,EmTest1,220.06666564941406,408.41668701171875,260.06665802001953,448.45001220703125,4,1,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.8388839254405357,0.773333506266309,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6846,raw_position_sample,2,2,int,23,3,7,8,44, early ,470,251,484709,EmTest1,EmTest1,230.06666564941406,448.45001220703125,250.06666564941406,492.4833526611328,4,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6868,hover_association,2,2,int,23,3,7,8,44, early ,456,251,,EmTest1,EmTest1,220.06666564941406,448.45001220703125,260.06665802001953,492.4833450317383,4,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,50,50,0.8981829277019275,0.7983335110346815,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6896,raw_position_sample,2,2,int,23,3,7,8,45," 30s, ",513,253,484760,EmTest1,EmTest1,230.06666564941406,492.48333740234375,250.06666564941406,531.5166625976562,4,3,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6902,hover_association,2,2,int,23,3,7,8,45," 30s, ",498,253,,EmTest1,EmTest1,220.06666564941406,492.4833450317383,260.06665802001953,531.5166625976562,4,3,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.525619041569141,0.823333515803054,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6935,hover_association,2,2,int,23,3,7,8,46, had ,546,253,,EmTest1,EmTest1,220.06666564941406,531.5166625976562,260.06665802001953,566.5666580200195,4,4,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.8697101678619387,0.823333515803054,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6946,raw_position_sample,2,2,int,23,3,7,8,47, been ,581,253,484810,EmTest1,EmTest1,230.06666564941406,566.566650390625,250.06666564941406,611.6333160400391,4,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
6968,hover_association,2,2,int,23,3,7,8,47, been ,581,253,,EmTest1,EmTest1,220.06666564941406,566.5666580200195,260.06665802001953,611.6333084106445,4,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.8084324364954251,0.8483335205714265,95,,,,,,,,,,,,,,,EmTest1,EmTest1
6997,raw_position_sample,2,2,int,23,3,7,8,48, extremely ,634,256,484860,EmTest1,EmTest1,230.06666564941406,611.63330078125,250.06666564941406,694.6833038330078,4,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7048,raw_position_sample,2,2,int,23,3,7,8,48, extremely ,688,258,484911,EmTest1,EmTest1,230.06666564941406,611.63330078125,250.06666564941406,694.6833038330078,4,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7051,hover_association,2,2,int,23,3,7,8,48, extremely ,619,255,,EmTest1,EmTest1,220.06666564941406,611.6333084106445,260.06665802001953,694.6833267211914,4,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,82,82,0.9195264870839569,0.9483335396449165,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7069,hover_association,2,2,int,23,3,7,8,49, well ,705,258,,EmTest1,EmTest1,220.06666564941406,694.6833267211914,260.06665802001953,730.7000122070312,4,7,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.28644149620221576,0.9483335396449165,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7098,raw_position_sample,2,2,int,23,3,7,8,50, preserved ,746,257,484961,EmTest1,EmTest1,230.06666564941406,730.7000122070312,250.06666564941406,815.7833557128906,4,8,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7148,raw_position_sample,2,2,int,23,3,7,8,50, preserved ,790,260,485012,EmTest1,EmTest1,230.06666564941406,730.7000122070312,250.06666564941406,815.7833557128906,4,8,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7151,hover_association,2,2,int,23,3,7,8,50, preserved ,732,257,,EmTest1,EmTest1,220.06666564941406,730.7000122070312,260.06665802001953,815.7833404541016,4,8,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,84,84,0.69696365921147,0.9983335491816614,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7184,hover_association,2,2,int,23,3,7,8,65," 7,000 ",806,262,,EmTest1,EmTest1,260.06665802001953,784.8000030517578,300.066650390625,834.8666763305664,5,9,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.7829558942322242,0.07333356348677893,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7199,raw_position_sample,2,2,int,23,3,7,8,66, years ,838,264,485063,EmTest1,EmTest1,270.066650390625,834.86669921875,290.066650390625,883.9000244140625,5,10,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7249,raw_position_sample,2,2,int,23,3,7,8,66, years ,882,266,485113,EmTest1,EmTest1,270.066650390625,834.86669921875,290.066650390625,883.9000244140625,5,10,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7252,hover_association,2,2,int,23,3,7,8,66, years ,838,264,,EmTest1,EmTest1,260.06665802001953,834.8666763305664,300.066650390625,883.9000244140625,5,10,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,67,67,0.9612503635112362,0.1483335777918964,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7268,hover_association,2,2,int,23,3,7,8,67," old, ",897,266,,EmTest1,EmTest1,260.06665802001953,883.9000244140625,300.066650390625,917.9333572387695,5,11,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.38491603668117297,0.1483335777918964,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7300,raw_position_sample,2,2,int,23,3,7,8,68, before ,933,266,485164,EmTest1,EmTest1,270.066650390625,917.933349609375,290.066650390625,974.0000152587891,5,12,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7334,hover_association,2,2,int,23,3,7,8,68, before ,918,266,,EmTest1,EmTest1,260.06665802001953,917.9333572387695,300.066650390625,974.0000076293945,5,12,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,67,67,0.9464921194954039,0.19833358732864137,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7351,raw_position_sample,2,2,int,23,3,7,8,69, farming ,981,269,485214,EmTest1,EmTest1,270.066650390625,974,290.066650390625,1034.0500030517578,5,13,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7400,raw_position_sample,2,2,int,23,3,7,8,69, farming ,995,270,485264,EmTest1,EmTest1,270.066650390625,974,290.066650390625,1034.0500030517578,5,13,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7435,hover_association,2,2,int,23,3,7,8,69, farming ,981,269,,EmTest1,EmTest1,260.06665802001953,974.0000076293945,300.066650390625,1034.0500030517578,5,13,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,100,100,0.2830973133475791,0.27333360163375886,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7455,raw_position_sample,2,2,int,23,3,7,8,68, before ,918,275,485318,EmTest1,EmTest1,270.066650390625,917.933349609375,290.066650390625,974.0000152587891,5,12,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7469,hover_association,2,2,int,23,3,7,8,68, before ,959,272,,EmTest1,EmTest1,260.06665802001953,917.9333572387695,300.066650390625,974.0000076293945,5,12,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.0011886346119512822,0.37333362070724885,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7485,hover_association,2,2,int,23,3,7,8,66, years ,858,275,,EmTest1,EmTest1,260.06665802001953,834.8666763305664,300.066650390625,883.9000244140625,5,10,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.47178756037709635,0.37333362070724885,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7502,hover_association,2,2,int,23,3,7,8,65," 7,000 ",786,273,,EmTest1,EmTest1,260.06665802001953,784.8000030517578,300.066650390625,834.8666763305664,5,9,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.023967978490596113,0.32333361117050385,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7505,raw_position_sample,2,2,int,23,3,7,8,62, remains ,703,273,485369,EmTest1,EmTest1,270.066650390625,634.6500244140625,290.066650390625,703.7000274658203,5,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7518,hover_association,2,2,int,23,3,7,8,62, remains ,703,273,,EmTest1,EmTest1,260.06665802001953,634.6500244140625,300.066650390625,703.7000198364258,5,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.9898621305889462,0.32333361117050385,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7534,hover_association,2,2,int,23,3,7,8,61, the ,618,278,,EmTest1,EmTest1,260.06665802001953,604.6166763305664,300.066650390625,634.6500244140625,5,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.44561544161598116,0.4483336350123663,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7551,hover_association,2,2,int,23,3,7,8,59, dating ,521,291,,EmTest1,EmTest1,260.06665802001953,520.5166702270508,300.066650390625,574.5833206176758,5,3,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.008939517603868923,0.7733336970012087,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7556,raw_position_sample,2,2,int,23,3,7,8,58, Carbon ,487,298,485419,EmTest1,EmTest1,270.066650390625,456.45001220703125,290.066650390625,520.5166778564453,5,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7568,hover_association,2,2,int,23,3,7,8,58, Carbon ,487,298,,EmTest1,EmTest1,260.06665802001953,456.45001220703125,300.066650390625,520.5166702270508,5,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.47684690815966235,0.9483337303798162,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7606,raw_position_sample,2,2,int,23,3,7,8,71, in ,470,303,485470,EmTest1,EmTest1,310.066650390625,468.4666748046875,330.066650390625,487.4833526611328,6,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7651,hover_association,2,2,int,23,3,7,8,71, in ,471,302,,EmTest1,EmTest1,300.066650390625,468.4666748046875,340.066650390625,487.4833450317383,6,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,84,84,0.5013141144842256,0.248333740234375,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7658,raw_position_sample,2,2,int,23,3,7,8,72, Europe ,498,318,485521,EmTest1,EmTest1,310.066650390625,487.48333740234375,330.066650390625,550.5500030517578,6,3,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7684,hover_association,2,2,int,23,3,7,8,72, Europe ,498,318,,EmTest1,EmTest1,300.066650390625,487.4833450317383,340.066650390625,550.5499954223633,6,3,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,32,32,0.9437104174650919,0.573333740234375,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7701,hover_association,2,2,int,23,3,7,8,73, from ,586,320,,EmTest1,EmTest1,300.066650390625,550.5499954223633,340.066650390625,591.566650390625,6,4,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,18,18,0.8642831699724802,0.498333740234375,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7707,raw_position_sample,2,2,int,23,3,7,8,75, Middle ,622,314,485571,EmTest1,EmTest1,310.066650390625,621.5999755859375,330.066650390625,679.6499633789062,6,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7734,hover_association,2,2,int,23,3,7,8,75, Middle ,622,314,,EmTest1,EmTest1,300.066650390625,621.599983215332,340.066650390625,679.6499938964844,6,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.8682171836538839,0.123333740234375,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7752,hover_association,2,2,int,23,3,7,8,62, remains ,698,299,,EmTest1,EmTest1,260.06665802001953,634.6500244140625,300.066650390625,703.7000198364258,5,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.9174508296262723,0.9733337351481887,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7758,raw_position_sample,2,2,int,23,3,7,8,63, at ,722,298,485621,EmTest1,EmTest1,270.066650390625,703.7000122070312,290.066650390625,723.7166748046875,5,7,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7768,hover_association,2,2,int,23,3,7,8,63, at ,722,298,,EmTest1,EmTest1,260.06665802001953,703.7000198364258,300.066650390625,723.7166748046875,5,7,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.9142376782030041,0.9483337303798162,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7802,hover_association,2,2,int,23,3,7,8,64, around ,740,298,,EmTest1,EmTest1,260.06665802001953,723.7166748046875,300.066650390625,784.8000030517578,5,8,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.4957707129647925,0.9733337351481887,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7808,raw_position_sample,2,2,int,23,3,7,8,77, Other ,773,303,485672,EmTest1,EmTest1,310.066650390625,725.6666870117188,330.066650390625,775.7000122070312,6,8,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7818,hover_association,2,2,int,23,3,7,8,77, Other ,773,303,,EmTest1,EmTest1,300.066650390625,725.6666946411133,340.066650390625,775.7000122070312,6,8,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.9460357150318078,0.073333740234375,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7859,raw_position_sample,2,2,int,23,3,7,8,78, things ,810,310,485723,EmTest1,EmTest1,310.066650390625,775.7000122070312,330.066650390625,828.7500152587891,6,9,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7869,hover_association,2,2,int,23,3,7,8,78, things ,784,305,,EmTest1,EmTest1,300.066650390625,775.7000122070312,340.066650390625,828.7500076293945,6,9,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,50,50,0.6465596748856561,0.248333740234375,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7909,raw_position_sample,2,2,int,23,3,7,8,79, were ,854,315,485774,EmTest1,EmTest1,310.066650390625,828.75,330.066650390625,872.7833404541016,6,10,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
7952,hover_association,2,2,int,23,3,7,8,79, were ,833,314,,EmTest1,EmTest1,300.066650390625,828.7500076293945,340.066650390625,872.783332824707,6,10,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,83,83,0.8005298762755703,0.448333740234375,95,,,,,,,,,,,,,,,EmTest1,EmTest1
7959,raw_position_sample,2,2,int,23,3,7,8,80, found ,874,318,485823,EmTest1,EmTest1,310.066650390625,872.7833251953125,330.066650390625,922.8499908447266,6,11,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
8010,raw_position_sample,2,2,int,23,3,7,8,80, found ,890,321,485874,EmTest1,EmTest1,310.066650390625,872.7833251953125,330.066650390625,922.8499908447266,6,11,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
8061,raw_position_sample,2,2,int,23,3,7,8,80, found ,895,324,485925,EmTest1,EmTest1,310.066650390625,872.7833251953125,330.066650390625,922.8499908447266,6,11,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
8112,raw_position_sample,2,2,int,23,3,7,8,80, found ,891,327,485975,EmTest1,EmTest1,310.066650390625,872.7833251953125,330.066650390625,922.8499908447266,6,11,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
8152,hover_association,2,2,int,23,3,7,8,80, found ,874,318,,EmTest1,EmTest1,300.066650390625,872.783332824707,340.066650390625,922.849983215332,6,11,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,199,199,0.044274325484095906,0.698333740234375,95,,,,,,,,,,,,,,,EmTest1,EmTest1
8162,raw_position_sample,2,2,int,23,3,7,8,79, were ,858,330,486025,EmTest1,EmTest1,310.066650390625,828.75,330.066650390625,872.7833404541016,6,10,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
8167,hover_association,2,2,int,23,3,7,8,79, were ,858,330,,EmTest1,EmTest1,300.066650390625,828.7500076293945,340.066650390625,872.783332824707,6,10,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.6642694423113709,0.748333740234375,95,,,,,,,,,,,,,,,EmTest1,EmTest1
