responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
122,raw_position_sample,2,3,adv,11,4,9,10,-1,999,452,92,1162896,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,advanced,4,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,spotlight_PROLIFIC,,48,CANADA,ENGLISH,N/A,,ENGLISH:100,100,ENGLISH:100,100,ENGLISH:100,100,14,2,Post-secondary,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-07-14T20:46:12.929Z,LWJKJ3GJ,2026-07-14,2026-07-14,13:46:12,2026-07-14 13:46:12,,,,,,,,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,,,,
173,raw_position_sample,2,3,adv,11,4,9,10,-1,999,452,95,1162947,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,advanced,4,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,spotlight_PROLIFIC,,48,CANADA,ENGLISH,N/A,,ENGLISH:100,100,ENGLISH:100,100,ENGLISH:100,100,14,2,Post-secondary,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-07-14T20:46:12.929Z,LWJKJ3GJ,2026-07-14,2026-07-14,13:46:12,2026-07-14 13:46:12,,,,,,,,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,,,,
223,raw_position_sample,2,3,adv,11,4,9,10,-1,999,452,96,1162997,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,advanced,4,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,spotlight_PROLIFIC,,48,CANADA,ENGLISH,N/A,,ENGLISH:100,100,ENGLISH:100,100,ENGLISH:100,100,14,2,Post-secondary,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-07-14T20:46:12.929Z,LWJKJ3GJ,2026-07-14,2026-07-14,13:46:12,2026-07-14 13:46:12,,,,,,,,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,,,,
274,raw_position_sample,2,3,adv,11,4,9,10,-1,999,453,97,1163048,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,advanced,4,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,spotlight_PROLIFIC,,48,CANADA,ENGLISH,N/A,,ENGLISH:100,100,ENGLISH:100,100,ENGLISH:100,100,14,2,Post-secondary,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-07-14T20:46:12.929Z,LWJKJ3GJ,2026-07-14,2026-07-14,13:46:12,2026-07-14 13:46:12,,,,,,,,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,,,,
325,raw_position_sample,2,3,adv,11,4,9,10,-1,999,453,97,1163099,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,advanced,4,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,spotlight_PROLIFIC,,48,CANADA,ENGLISH,N/A,,ENGLISH:100,100,ENGLISH:100,100,ENGLISH:100,100,14,2,Post-secondary,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-07-14T20:46:12.929Z,LWJKJ3GJ,2026-07-14,2026-07-14,13:46:12,2026-07-14 13:46:12,,,,,,,,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,,,,
376,raw_position_sample,2,3,adv,11,4,9,10,-1,999,465,108,1163150,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,advanced,4,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,spotlight_PROLIFIC,,48,CANADA,ENGLISH,N/A,,ENGLISH:100,100,ENGLISH:100,100,ENGLISH:100,100,14,2,Post-secondary,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-07-14T20:46:12.929Z,LWJKJ3GJ,2026-07-14,2026-07-14,13:46:12,2026-07-14 13:46:12,,,,,,,,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,,,,
427,raw_position_sample,2,3,adv,11,4,9,10,-1,999,473,114,1163201,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,advanced,4,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,spotlight_PROLIFIC,,48,CANADA,ENGLISH,N/A,,ENGLISH:100,100,ENGLISH:100,100,ENGLISH:100,100,14,2,Post-secondary,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-07-14T20:46:12.929Z,LWJKJ3GJ,2026-07-14,2026-07-14,13:46:12,2026-07-14 13:46:12,,,,,,,,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,,,,
478,raw_position_sample,2,3,adv,11,4,9,10,-1,999,476,117,1163252,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,advanced,4,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,spotlight_PROLIFIC,,48,CANADA,ENGLISH,N/A,,ENGLISH:100,100,ENGLISH:100,100,ENGLISH:100,100,14,2,Post-secondary,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-07-14T20:46:12.929Z,LWJKJ3GJ,2026-07-14,2026-07-14,13:46:12,2026-07-14 13:46:12,,,,,,,,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,,,,
529,raw_position_sample,2,3,adv,11,4,9,10,-1,999,491,131,1163303,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,advanced,4,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,spotlight_PROLIFIC,,48,CANADA,ENGLISH,N/A,,ENGLISH:100,100,ENGLISH:100,100,ENGLISH:100,100,14,2,Post-secondary,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-07-14T20:46:12.929Z,LWJKJ3GJ,2026-07-14,2026-07-14,13:46:12,2026-07-14 13:46:12,,,,,,,,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,,,,
581,raw_position_sample,2,3,adv,11,4,9,10,-1,999,522,146,1163354,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,advanced,4,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,spotlight_PROLIFIC,,48,CANADA,ENGLISH,N/A,,ENGLISH:100,100,ENGLISH:100,100,ENGLISH:100,100,14,2,Post-secondary,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-07-14T20:46:12.929Z,LWJKJ3GJ,2026-07-14,2026-07-14,13:46:12,2026-07-14 13:46:12,,,,,,,,6a1bb7e91bf3a20092583c9a,6a1bb7e91bf3a20092583c9a,,,,
